Year,Topic,Geography,Category,Value,Unit
2015,Water_Source,South Africa,Water vendor,0.0,%
2015,Water_Source,South Africa,Well,84,thousands
2015,Water_Source,South Africa,Well,0.6,%
2014,Sanitation,South Africa,Bucket toilet,185545,count
2014,Sanitation,South Africa,Bucket toilet,1.2,%
2014,Sanitation,South Africa,Chemical toilet,78110,count
2014,Sanitation,South Africa,Chemical toilet,0.5,%
2014,Sanitation,South Africa,Flush toilet connected to public sewerage,8904083,count
2014,Sanitation,South Africa,Flush toilet connected to public sewerage,59.9,%
2014,Sanitation,South Africa,Flush toilet connected to septic tank,514108,count
2014,Sanitation,South Africa,Flush toilet connected to septic tank,3.5,%
2014,Sanitation,South Africa,None,543707,count
2014,Sanitation,South Africa,None,3.7,%
2014,Sanitation,South Africa,Other,47167,count
2014,Sanitation,South Africa,Other,0.3,%
2014,Sanitation,South Africa,Pit latrine with ventilation pipe,2395078,count
2014,Sanitation,South Africa,Pit latrine with ventilation pipe,16.1,%
2014,Sanitation,South Africa,Pit latrine without ventilation pipe,2193636,count
2014,Sanitation,South Africa,Pit latrine without ventilation pipe,14.8,%
2014,Water_Source,South Africa,Borehole on site,278,thousands
2014,Water_Source,South Africa,Borehole on site,1.9,%
2014,Water_Source,South Africa,Borehole outside yard,185,thousands
2014,Water_Source,South Africa,Borehole outside yard,1.2,%
2014,Water_Source,South Africa,Flowing water/stream/river,401,thousands
2014,Water_Source,South Africa,Flowing water/stream/river,2.7,%
2014,Water_Source,South Africa,Municipal Water-carrier/tanker,184,thousands
2014,Water_Source,South Africa,Municipal Water-carrier/tanker,1.2,%
2014,Water_Source,South Africa,Neighbours tap,409,thousands
2014,Water_Source,South Africa,Neighbours tap,2.7,%
2014,Water_Source,South Africa,Other,101,thousands
2014,Water_Source,South Africa,Other,0.7,%
2014,Water_Source,South Africa,Piped (tap) water in dwelling,6908,thousands
2014,Water_Source,South Africa,Piped (tap) water in dwelling,46.3,%
2014,Water_Source,South Africa,Piped (tap) water on site or in yard,4023,thousands
2014,Water_Source,South Africa,Piped (tap) water on site or in yard,27.0,%
2014,Water_Source,South Africa,Public or communal tap,2084,thousands
2014,Water_Source,South Africa,Public or communal tap,14.0,%
2014,Water_Source,South Africa,Rain-water tank on site,65,thousands
2014,Water_Source,South Africa,Rain-water tank on site,0.4,%
2014,Water_Source,South Africa,Spring,140,thousands
2014,Water_Source,South Africa,Spring,0.9,%
2014,Water_Source,South Africa,Stagnant water/dam/pool,52,thousands
2014,Water_Source,South Africa,Stagnant water/dam/pool,0.3,%
2014,Water_Source,South Africa,Water vendor,0,thousands
2014,Water_Source,South Africa,Water vendor,0.0,%
2014,Water_Source,South Africa,Well,73,thousands
2014,Water_Source,South Africa,Well,0.5,%
2013,Sanitation,South Africa,Bucket toilet,172747,count
2013,Sanitation,South Africa,Bucket toilet,1.2,%
2013,Sanitation,South Africa,Chemical toilet,82299,count
2013,Sanitation,South Africa,Chemical toilet,0.6,%
2013,Sanitation,South Africa,Flush toilet connected to public sewerage,8560650,count
2013,Sanitation,South Africa,Flush toilet connected to public sewerage,59.2,%
2013,Sanitation,South Africa,Flush toilet connected to septic tank,511831,count
2013,Sanitation,South Africa,Flush toilet connected to septic tank,3.5,%
2013,Sanitation,South Africa,None,568623,count
2013,Sanitation,South Africa,None,3.9,%
2013,Sanitation,South Africa,Other,24044,count
2013,Sanitation,South Africa,Other,0.2,%
2013,Sanitation,South Africa,Pit latrine with ventilation pipe,2196188,count
2013,Sanitation,South Africa,Pit latrine with ventilation pipe,15.2,%
2013,Sanitation,South Africa,Pit latrine without ventilation pipe,2346272,count
2013,Sanitation,South Africa,Pit latrine without ventilation pipe,16.2,%
2013,Water_Source,South Africa,Borehole on site,247,thousands
2013,Water_Source,South Africa,Borehole on site,1.7,%
2013,Water_Source,South Africa,Borehole outside yard,182,thousands
2013,Water_Source,South Africa,Borehole outside yard,1.3,%
2013,Water_Source,South Africa,Flowing water/stream/river,366,thousands
2013,Water_Source,South Africa,Flowing water/stream/river,2.5,%
2013,Water_Source,South Africa,Municipal Water-carrier/tanker,218,thousands
2013,Water_Source,South Africa,Municipal Water-carrier/tanker,1.5,%
2013,Water_Source,South Africa,Neighbours tap,374,thousands
2013,Water_Source,South Africa,Neighbours tap,2.6,%
2013,Water_Source,South Africa,Other,137,thousands
2013,Water_Source,South Africa,Other,0.9,%
2013,Water_Source,South Africa,Piped (tap) water in dwelling,6597,thousands
2013,Water_Source,South Africa,Piped (tap) water in dwelling,45.4,%
2013,Water_Source,South Africa,Piped (tap) water on site or in yard,3875,thousands
2013,Water_Source,South Africa,Piped (tap) water on site or in yard,26.7,%
2013,Water_Source,South Africa,Public or communal tap,2209,thousands
2013,Water_Source,South Africa,Public or communal tap,15.2,%
2013,Water_Source,South Africa,Rain-water tank on site,71,thousands
2013,Water_Source,South Africa,Rain-water tank on site,0.5,%
2013,Water_Source,South Africa,Spring,137,thousands
2013,Water_Source,South Africa,Spring,0.9,%
2013,Water_Source,South Africa,Stagnant water/dam/pool,40,thousands
2013,Water_Source,South Africa,Stagnant water/dam/pool,0.3,%
2013,Water_Source,South Africa,Water vendor,0,thousands
2013,Water_Source,South Africa,Water vendor,0.0,%
2013,Water_Source,South Africa,Well,69,thousands
2013,Water_Source,South Africa,Well,0.5,%
2012,Sanitation,South Africa,Bucket toilet,132422,count
2012,Sanitation,South Africa,Bucket toilet,1.0,%
2012,Sanitation,South Africa,Chemical toilet,142361,count
2012,Sanitation,South Africa,Chemical toilet,1.0,%
2012,Sanitation,South Africa,Flush toilet connected to public sewerage,8281776,count
2012,Sanitation,South Africa,Flush toilet connected to public sewerage,59.7,%
2012,Sanitation,South Africa,Flush toilet connected to septic tank,439342,count
2012,Sanitation,South Africa,Flush toilet connected to septic tank,3.2,%
2012,Sanitation,South Africa,None,610970,count
2012,Sanitation,South Africa,None,4.4,%
2012,Sanitation,South Africa,Other,23179,count
2012,Sanitation,South Africa,Other,0.2,%
2012,Sanitation,South Africa,Pit latrine with ventilation pipe,1971473,count
2012,Sanitation,South Africa,Pit latrine with ventilation pipe,14.2,%
2012,Sanitation,South Africa,Pit latrine without ventilation pipe,2281029,count
2012,Sanitation,South Africa,Pit latrine without ventilation pipe,16.4,%
2012,Water_Source,South Africa,Borehole on site,196,thousands
2012,Water_Source,South Africa,Borehole on site,1.4,%
2012,Water_Source,South Africa,Borehole outside yard,158,thousands
2012,Water_Source,South Africa,Borehole outside yard,1.1,%
2012,Water_Source,South Africa,Flowing water/stream/river,323,thousands
2012,Water_Source,South Africa,Flowing water/stream/river,2.3,%
2012,Water_Source,South Africa,Municipal Water-carrier/tanker,191,thousands
2012,Water_Source,South Africa,Municipal Water-carrier/tanker,1.3,%
2012,Water_Source,South Africa,Neighbours tap,411,thousands
2012,Water_Source,South Africa,Neighbours tap,2.9,%
2012,Water_Source,South Africa,Other,67,thousands
2012,Water_Source,South Africa,Other,0.5,%
2012,Water_Source,South Africa,Piped (tap) water in dwelling,6304,thousands
2012,Water_Source,South Africa,Piped (tap) water in dwelling,44.6,%
2012,Water_Source,South Africa,Piped (tap) water on site or in yard,3902,thousands
2012,Water_Source,South Africa,Piped (tap) water on site or in yard,27.6,%
2012,Water_Source,South Africa,Public or communal tap,2241,thousands
2012,Water_Source,South Africa,Public or communal tap,15.8,%
2012,Water_Source,South Africa,Rain-water tank on site,79,thousands
2012,Water_Source,South Africa,Rain-water tank on site,0.6,%
2012,Water_Source,South Africa,Spring,184,thousands
2012,Water_Source,South Africa,Spring,1.3,%
2012,Water_Source,South Africa,Stagnant water/dam/pool,30,thousands
2012,Water_Source,South Africa,Stagnant water/dam/pool,0.2,%
2012,Water_Source,South Africa,Water vendor,0,thousands
2012,Water_Source,South Africa,Water vendor,0.0,%
2012,Water_Source,South Africa,Well,54,thousands
2012,Water_Source,South Africa,Well,0.4,%
2011,Sanitation,South Africa,Bucket toilet,73313,count
2011,Sanitation,South Africa,Bucket toilet,0.5,%
2011,Sanitation,South Africa,Chemical toilet,96336,count
2011,Sanitation,South Africa,Chemical toilet,0.7,%
2011,Sanitation,South Africa,Flush toilet connected to public sewerage,8035012,count
2011,Sanitation,South Africa,Flush toilet connected to public sewerage,59.2,%
2011,Sanitation,South Africa,Flush toilet connected to septic tank,484302,count
2011,Sanitation,South Africa,Flush toilet connected to septic tank,3.6,%
2011,Sanitation,South Africa,None,658466,count
2011,Sanitation,South Africa,None,4.9,%
2011,Sanitation,South Africa,Other,20298,count
2011,Sanitation,South Africa,Other,0.1,%
2011,Sanitation,South Africa,Pit latrine with ventilation pipe,1808878,count
2011,Sanitation,South Africa,Pit latrine with ventilation pipe,13.3,%
2011,Sanitation,South Africa,Pit latrine without ventilation pipe,2395812,count
2011,Sanitation,South Africa,Pit latrine without ventilation pipe,17.7,%
2011,Water_Source,South Africa,Borehole on site,205,thousands
2011,Water_Source,South Africa,Borehole on site,1.5,%
2011,Water_Source,South Africa,Borehole outside yard,178,thousands
2011,Water_Source,South Africa,Borehole outside yard,1.3,%
2011,Water_Source,South Africa,Flowing water/stream/river,366,thousands
2011,Water_Source,South Africa,Flowing water/stream/river,2.7,%
2011,Water_Source,South Africa,Municipal Water-carrier/tanker,128,thousands
2011,Water_Source,South Africa,Municipal Water-carrier/tanker,0.9,%
2011,Water_Source,South Africa,Neighbours tap,377,thousands
2011,Water_Source,South Africa,Neighbours tap,2.7,%
2011,Water_Source,South Africa,Other,79,thousands
2011,Water_Source,South Africa,Other,0.6,%
2011,Water_Source,South Africa,Piped (tap) water in dwelling,6147,thousands
2011,Water_Source,South Africa,Piped (tap) water in dwelling,44.6,%
2011,Water_Source,South Africa,Piped (tap) water on site or in yard,3978,thousands
2011,Water_Source,South Africa,Piped (tap) water on site or in yard,28.8,%
2011,Water_Source,South Africa,Public or communal tap,1954,thousands
2011,Water_Source,South Africa,Public or communal tap,14.2,%
2011,Water_Source,South Africa,Rain-water tank on site,89,thousands
2011,Water_Source,South Africa,Rain-water tank on site,0.6,%
2011,Water_Source,South Africa,Spring,168,thousands
2011,Water_Source,South Africa,Spring,1.2,%
2011,Water_Source,South Africa,Stagnant water/dam/pool,52,thousands
2011,Water_Source,South Africa,Stagnant water/dam/pool,0.4,%
2011,Water_Source,South Africa,Water vendor,0,thousands
2011,Water_Source,South Africa,Water vendor,0.0,%
2011,Water_Source,South Africa,Well,74,thousands
2011,Water_Source,South Africa,Well,0.5,%
2010,Sanitation,South Africa,Bucket toilet,90621,count
2010,Sanitation,South Africa,Bucket toilet,0.7,%
2010,Sanitation,South Africa,Chemical toilet,49531,count
2010,Sanitation,South Africa,Chemical toilet,0.4,%
2010,Sanitation,South Africa,Flush toilet connected to public sewerage,7841548,count
2010,Sanitation,South Africa,Flush toilet connected to public sewerage,60.2,%
2010,Sanitation,South Africa,Flush toilet connected to septic tank,414032,count
2010,Sanitation,South Africa,Flush toilet connected to septic tank,3.2,%
2010,Sanitation,South Africa,None,664640,count
2010,Sanitation,South Africa,None,5.1,%
2010,Sanitation,South Africa,Other,19678,count
2010,Sanitation,South Africa,Other,0.2,%
2010,Sanitation,South Africa,Pit latrine with ventilation pipe,1560170,count
2010,Sanitation,South Africa,Pit latrine with ventilation pipe,12.0,%
2010,Sanitation,South Africa,Pit latrine without ventilation pipe,2377101,count
2010,Sanitation,South Africa,Pit latrine without ventilation pipe,18.3,%
2010,Water_Source,South Africa,Borehole on site,154,thousands
2010,Water_Source,South Africa,Borehole on site,1.1,%
2010,Water_Source,South Africa,Borehole outside yard,172,thousands
2010,Water_Source,South Africa,Borehole outside yard,1.3,%
2010,Water_Source,South Africa,Flowing water/stream/river,428,thousands
2010,Water_Source,South Africa,Flowing water/stream/river,3.2,%
2010,Water_Source,South Africa,Municipal Water-carrier/tanker,194,thousands
2010,Water_Source,South Africa,Municipal Water-carrier/tanker,1.4,%
2010,Water_Source,South Africa,Neighbours tap,341,thousands
2010,Water_Source,South Africa,Neighbours tap,2.5,%
2010,Water_Source,South Africa,Other,74,thousands
2010,Water_Source,South Africa,Other,0.5,%
2010,Water_Source,South Africa,Piped (tap) water in dwelling,5757,thousands
2010,Water_Source,South Africa,Piped (tap) water in dwelling,42.8,%
2010,Water_Source,South Africa,Piped (tap) water on site or in yard,3920,thousands
2010,Water_Source,South Africa,Piped (tap) water on site or in yard,29.1,%
2010,Water_Source,South Africa,Public or communal tap,2089,thousands
2010,Water_Source,South Africa,Public or communal tap,15.5,%
2010,Water_Source,South Africa,Rain-water tank on site,45,thousands
2010,Water_Source,South Africa,Rain-water tank on site,0.3,%
2010,Water_Source,South Africa,Spring,205,thousands
2010,Water_Source,South Africa,Spring,1.5,%
2010,Water_Source,South Africa,Stagnant water/dam/pool,40,thousands
2010,Water_Source,South Africa,Stagnant water/dam/pool,0.3,%
2010,Water_Source,South Africa,Water vendor,0,thousands
2010,Water_Source,South Africa,Water vendor,0.0,%
2010,Water_Source,South Africa,Well,36,thousands
2010,Water_Source,South Africa,Well,0.3,%
2009,Sanitation,South Africa,Bucket toilet,142647,count
2009,Sanitation,South Africa,Bucket toilet,1.1,%
2009,Sanitation,South Africa,Chemical toilet,48094,count
2009,Sanitation,South Africa,Chemical toilet,0.4,%
2009,Sanitation,South Africa,Flush toilet connected to public sewerage,7474492,count
2009,Sanitation,South Africa,Flush toilet connected to public sewerage,56.9,%
2009,Sanitation,South Africa,Flush toilet connected to septic tank,370663,count
2009,Sanitation,South Africa,Flush toilet connected to septic tank,2.8,%
2009,Sanitation,South Africa,None,707242,count
2009,Sanitation,South Africa,None,5.4,%
2009,Sanitation,South Africa,Other,37838,count
2009,Sanitation,South Africa,Other,0.3,%
2009,Sanitation,South Africa,Pit latrine with ventilation pipe,1661819,count
2009,Sanitation,South Africa,Pit latrine with ventilation pipe,12.7,%
2009,Sanitation,South Africa,Pit latrine without ventilation pipe,2685113,count
2009,Sanitation,South Africa,Pit latrine without ventilation pipe,20.5,%
2009,Water_Source,South Africa,Borehole on site,185,thousands
2009,Water_Source,South Africa,Borehole on site,1.4,%
2009,Water_Source,South Africa,Borehole outside yard,205,thousands
2009,Water_Source,South Africa,Borehole outside yard,1.6,%
2009,Water_Source,South Africa,Flowing water/stream/river,505,thousands
2009,Water_Source,South Africa,Flowing water/stream/river,3.8,%
2009,Water_Source,South Africa,Municipal Water-carrier/tanker,168,thousands
2009,Water_Source,South Africa,Municipal Water-carrier/tanker,1.3,%
2009,Water_Source,South Africa,Neighbours tap,356,thousands
2009,Water_Source,South Africa,Neighbours tap,2.7,%
2009,Water_Source,South Africa,Other,59,thousands
2009,Water_Source,South Africa,Other,0.4,%
2009,Water_Source,South Africa,Piped (tap) water in dwelling,5555,thousands
2009,Water_Source,South Africa,Piped (tap) water in dwelling,42.3,%
2009,Water_Source,South Africa,Piped (tap) water on site or in yard,3673,thousands
2009,Water_Source,South Africa,Piped (tap) water on site or in yard,28.0,%
2009,Water_Source,South Africa,Public or communal tap,2180,thousands
2009,Water_Source,South Africa,Public or communal tap,16.6,%
2009,Water_Source,South Africa,Rain-water tank on site,44,thousands
2009,Water_Source,South Africa,Rain-water tank on site,0.3,%
2009,Water_Source,South Africa,Spring,119,thousands
2009,Water_Source,South Africa,Spring,0.9,%
2009,Water_Source,South Africa,Stagnant water/dam/pool,30,thousands
2009,Water_Source,South Africa,Stagnant water/dam/pool,0.2,%
2009,Water_Source,South Africa,Water vendor,0,thousands
2009,Water_Source,South Africa,Water vendor,0.0,%
2009,Water_Source,South Africa,Well,49,thousands
2009,Water_Source,South Africa,Well,0.4,%
2008,Sanitation,South Africa,Bucket toilet,188007,count
2008,Sanitation,South Africa,Bucket toilet,1.5,%
2008,Sanitation,South Africa,Chemical toilet,58329,count
2008,Sanitation,South Africa,Chemical toilet,0.5,%
2008,Sanitation,South Africa,Flush toilet connected to public sewerage,7141287,count
2008,Sanitation,South Africa,Flush toilet connected to public sewerage,56.0,%
2008,Sanitation,South Africa,Flush toilet connected to septic tank,534509,count
2008,Sanitation,South Africa,Flush toilet connected to septic tank,4.2,%
2008,Sanitation,South Africa,None,782948,count
2008,Sanitation,South Africa,None,6.1,%
2008,Sanitation,South Africa,Pit latrine with ventilation pipe,1252073,count
2008,Sanitation,South Africa,Pit latrine with ventilation pipe,9.8,%
2008,Sanitation,South Africa,Pit latrine without ventilation pipe,2793255,count
2008,Sanitation,South Africa,Pit latrine without ventilation pipe,21.9,%
2008,Water_Source,South Africa,Borehole on site,153,thousands
2008,Water_Source,South Africa,Borehole on site,1.2,%
2008,Water_Source,South Africa,Borehole outside yard,248,thousands
2008,Water_Source,South Africa,Borehole outside yard,1.9,%
2008,Water_Source,South Africa,Flowing water/stream/river,447,thousands
2008,Water_Source,South Africa,Flowing water/stream/river,3.5,%
2008,Water_Source,South Africa,Municipal Water-carrier/tanker,144,thousands
2008,Water_Source,South Africa,Municipal Water-carrier/tanker,1.1,%
2008,Water_Source,South Africa,Neighbours tap,337,thousands
2008,Water_Source,South Africa,Neighbours tap,2.6,%
2008,Water_Source,South Africa,Other,33,thousands
2008,Water_Source,South Africa,Other,0.3,%
2008,Water_Source,South Africa,Piped (tap) water in dwelling,5582,thousands
2008,Water_Source,South Africa,Piped (tap) water in dwelling,43.7,%
2008,Water_Source,South Africa,Piped (tap) water on site or in yard,3460,thousands
2008,Water_Source,South Africa,Piped (tap) water on site or in yard,27.1,%
2008,Water_Source,South Africa,Public or communal tap,1995,thousands
2008,Water_Source,South Africa,Public or communal tap,15.6,%
2008,Water_Source,South Africa,Rain-water tank on site,68,thousands
2008,Water_Source,South Africa,Rain-water tank on site,0.5,%
2008,Water_Source,South Africa,Spring,190,thousands
2008,Water_Source,South Africa,Spring,1.5,%
2008,Water_Source,South Africa,Stagnant water/dam/pool,37,thousands
2008,Water_Source,South Africa,Stagnant water/dam/pool,0.3,%
2008,Water_Source,South Africa,Water vendor,0,thousands
2008,Water_Source,South Africa,Water vendor,0.0,%
2008,Water_Source,South Africa,Well,70,thousands
2008,Water_Source,South Africa,Well,0.6,%
2007,Sanitation,South Africa,Bucket toilet,209090,count
2007,Sanitation,South Africa,Bucket toilet,1.7,%
2007,Sanitation,South Africa,Chemical toilet,74638,count
2007,Sanitation,South Africa,Chemical toilet,0.6,%
2007,Sanitation,South Africa,Flush toilet connected to public sewerage,7181486,count
2007,Sanitation,South Africa,Flush toilet connected to public sewerage,57.8,%
2007,Sanitation,South Africa,Flush toilet connected to septic tank,478257,count
2007,Sanitation,South Africa,Flush toilet connected to septic tank,3.8,%
2007,Sanitation,South Africa,None,757961,count
2007,Sanitation,South Africa,None,6.1,%
2007,Sanitation,South Africa,Pit latrine with ventilation pipe,1086899,count
2007,Sanitation,South Africa,Pit latrine with ventilation pipe,8.7,%
2007,Sanitation,South Africa,Pit latrine without ventilation pipe,2645902,count
2007,Sanitation,South Africa,Pit latrine without ventilation pipe,21.3,%
2007,Water_Source,South Africa,Borehole on site,154,thousands
2007,Water_Source,South Africa,Borehole on site,1.2,%
2007,Water_Source,South Africa,Borehole outside yard,199,thousands
2007,Water_Source,South Africa,Borehole outside yard,1.6,%
2007,Water_Source,South Africa,Flowing water/stream/river,415,thousands
2007,Water_Source,South Africa,Flowing water/stream/river,3.3,%
2007,Water_Source,South Africa,Municipal Water-carrier/tanker,123,thousands
2007,Water_Source,South Africa,Municipal Water-carrier/tanker,1.0,%
2007,Water_Source,South Africa,Neighbours tap,264,thousands
2007,Water_Source,South Africa,Neighbours tap,2.1,%
2007,Water_Source,South Africa,Other,26,thousands
2007,Water_Source,South Africa,Other,0.2,%
2007,Water_Source,South Africa,Piped (tap) water in dwelling,5186,thousands
2007,Water_Source,South Africa,Piped (tap) water in dwelling,41.7,%
2007,Water_Source,South Africa,Piped (tap) water on site or in yard,3825,thousands
2007,Water_Source,South Africa,Piped (tap) water on site or in yard,30.7,%
2007,Water_Source,South Africa,Public or communal tap,1924,thousands
2007,Water_Source,South Africa,Public or communal tap,15.5,%
2007,Water_Source,South Africa,Rain-water tank on site,63,thousands
2007,Water_Source,South Africa,Rain-water tank on site,0.5,%
2007,Water_Source,South Africa,Spring,149,thousands
2007,Water_Source,South Africa,Spring,1.2,%
2007,Water_Source,South Africa,Stagnant water/dam/pool,54,thousands
2007,Water_Source,South Africa,Stagnant water/dam/pool,0.4,%
2007,Water_Source,South Africa,Water vendor,0,thousands
2007,Water_Source,South Africa,Water vendor,0.0,%
2007,Water_Source,South Africa,Well,65,thousands
2007,Water_Source,South Africa,Well,0.5,%
2006,Sanitation,South Africa,Bucket toilet,283271,count
2006,Sanitation,South Africa,Bucket toilet,2.3,%
2006,Sanitation,South Africa,Chemical toilet,53241,count
2006,Sanitation,South Africa,Chemical toilet,0.4,%
2006,Sanitation,South Africa,Flush toilet connected to public sewerage,6472206,count
2006,Sanitation,South Africa,Flush toilet connected to public sewerage,52.9,%
2006,Sanitation,South Africa,Flush toilet connected to septic tank,994169,count
2006,Sanitation,South Africa,Flush toilet connected to septic tank,8.1,%
2006,Sanitation,South Africa,None,745787,count
2006,Sanitation,South Africa,None,6.1,%
2006,Sanitation,South Africa,Pit latrine with ventilation pipe,890045,count
2006,Sanitation,South Africa,Pit latrine with ventilation pipe,7.3,%
2006,Sanitation,South Africa,Pit latrine without ventilation pipe,2787980,count
2006,Sanitation,South Africa,Pit latrine without ventilation pipe,22.8,%
2006,Water_Source,South Africa,Borehole on site,140,thousands
2006,Water_Source,South Africa,Borehole on site,1.1,%
2006,Water_Source,South Africa,Borehole outside yard,280,thousands
2006,Water_Source,South Africa,Borehole outside yard,2.3,%
2006,Water_Source,South Africa,Flowing water/stream/river,405,thousands
2006,Water_Source,South Africa,Flowing water/stream/river,3.3,%
2006,Water_Source,South Africa,Municipal Water-carrier/tanker,135,thousands
2006,Water_Source,South Africa,Municipal Water-carrier/tanker,1.1,%
2006,Water_Source,South Africa,Neighbours tap,253,thousands
2006,Water_Source,South Africa,Neighbours tap,2.1,%
2006,Water_Source,South Africa,Other,25,thousands
2006,Water_Source,South Africa,Other,0.2,%
2006,Water_Source,South Africa,Piped (tap) water in dwelling,5037,thousands
2006,Water_Source,South Africa,Piped (tap) water in dwelling,41.2,%
2006,Water_Source,South Africa,Piped (tap) water on site or in yard,3695,thousands
2006,Water_Source,South Africa,Piped (tap) water on site or in yard,30.2,%
2006,Water_Source,South Africa,Public or communal tap,1882,thousands
2006,Water_Source,South Africa,Public or communal tap,15.4,%
2006,Water_Source,South Africa,Rain-water tank on site,51,thousands
2006,Water_Source,South Africa,Rain-water tank on site,0.4,%
2006,Water_Source,South Africa,Spring,163,thousands
2006,Water_Source,South Africa,Spring,1.3,%
2006,Water_Source,South Africa,Stagnant water/dam/pool,31,thousands
2006,Water_Source,South Africa,Stagnant water/dam/pool,0.3,%
2006,Water_Source,South Africa,Water vendor,0,thousands
2006,Water_Source,South Africa,Water vendor,0.0,%
2006,Water_Source,South Africa,Well,127,thousands
2006,Water_Source,South Africa,Well,1.0,%
2005,Sanitation,South Africa,Bucket toilet,263721,count
2005,Sanitation,South Africa,Bucket toilet,2.2,%
2005,Sanitation,South Africa,Chemical toilet,111334,count
2005,Sanitation,South Africa,Chemical toilet,0.9,%
2005,Sanitation,South Africa,Flush toilet connected to public sewerage,6656049,count
2005,Sanitation,South Africa,Flush toilet connected to public sewerage,55.6,%
2005,Sanitation,South Africa,Flush toilet connected to septic tank,481114,count
2005,Sanitation,South Africa,Flush toilet connected to septic tank,4.0,%
2005,Sanitation,South Africa,None,897408,count
2005,Sanitation,South Africa,None,7.5,%
2005,Sanitation,South Africa,Pit latrine with ventilation pipe,845656,count
2005,Sanitation,South Africa,Pit latrine with ventilation pipe,7.1,%
2005,Sanitation,South Africa,Pit latrine without ventilation pipe,2707807,count
2005,Sanitation,South Africa,Pit latrine without ventilation pipe,22.6,%
2005,Water_Source,South Africa,Borehole on site,159,thousands
2005,Water_Source,South Africa,Borehole on site,1.3,%
2005,Water_Source,South Africa,Borehole outside yard,282,thousands
2005,Water_Source,South Africa,Borehole outside yard,2.4,%
2005,Water_Source,South Africa,Flowing water/stream/river,442,thousands
2005,Water_Source,South Africa,Flowing water/stream/river,3.7,%
2005,Water_Source,South Africa,Municipal Water-carrier/tanker,116,thousands
2005,Water_Source,South Africa,Municipal Water-carrier/tanker,1.0,%
2005,Water_Source,South Africa,Neighbours tap,263,thousands
2005,Water_Source,South Africa,Neighbours tap,2.2,%
2005,Water_Source,South Africa,Other,46,thousands
2005,Water_Source,South Africa,Other,0.4,%
2005,Water_Source,South Africa,Piped (tap) water in dwelling,4831,thousands
2005,Water_Source,South Africa,Piped (tap) water in dwelling,40.4,%
2005,Water_Source,South Africa,Piped (tap) water on site or in yard,3533,thousands
2005,Water_Source,South Africa,Piped (tap) water on site or in yard,29.5,%
2005,Water_Source,South Africa,Public or communal tap,1902,thousands
2005,Water_Source,South Africa,Public or communal tap,15.9,%
2005,Water_Source,South Africa,Rain-water tank on site,34,thousands
2005,Water_Source,South Africa,Rain-water tank on site,0.3,%
2005,Water_Source,South Africa,Spring,236,thousands
2005,Water_Source,South Africa,Spring,2.0,%
2005,Water_Source,South Africa,Stagnant water/dam/pool,36,thousands
2005,Water_Source,South Africa,Stagnant water/dam/pool,0.3,%
2005,Water_Source,South Africa,Water vendor,0,thousands
2005,Water_Source,South Africa,Water vendor,0.0,%
2005,Water_Source,South Africa,Well,79,thousands
2005,Water_Source,South Africa,Well,0.7,%
2004,Sanitation,South Africa,Bucket toilet,231071,count
2004,Sanitation,South Africa,Bucket toilet,2.0,%
2004,Sanitation,South Africa,Chemical toilet,50435,count
2004,Sanitation,South Africa,Chemical toilet,0.4,%
2004,Sanitation,South Africa,Flush toilet connected to public sewerage,6469071,count
2004,Sanitation,South Africa,Flush toilet connected to public sewerage,55.2,%
2004,Sanitation,South Africa,Flush toilet connected to septic tank,427740,count
2004,Sanitation,South Africa,Flush toilet connected to septic tank,3.7,%
2004,Sanitation,South Africa,None,1021334,count
2004,Sanitation,South Africa,None,8.7,%
2004,Sanitation,South Africa,Pit latrine with ventilation pipe,822962,count
2004,Sanitation,South Africa,Pit latrine with ventilation pipe,7.0,%
2004,Sanitation,South Africa,Pit latrine without ventilation pipe,2688188,count
2004,Sanitation,South Africa,Pit latrine without ventilation pipe,23.0,%
2004,Water_Source,South Africa,Borehole on site,190,thousands
2004,Water_Source,South Africa,Borehole on site,1.6,%
2004,Water_Source,South Africa,Borehole outside yard,311,thousands
2004,Water_Source,South Africa,Borehole outside yard,2.7,%
2004,Water_Source,South Africa,Flowing water/stream/river,553,thousands
2004,Water_Source,South Africa,Flowing water/stream/river,4.7,%
2004,Water_Source,South Africa,Municipal Water-carrier/tanker,70,thousands
2004,Water_Source,South Africa,Municipal Water-carrier/tanker,0.6,%
2004,Water_Source,South Africa,Neighbours tap,267,thousands
2004,Water_Source,South Africa,Neighbours tap,2.3,%
2004,Water_Source,South Africa,Other,18,thousands
2004,Water_Source,South Africa,Other,0.2,%
2004,Water_Source,South Africa,Piped (tap) water in dwelling,4698,thousands
2004,Water_Source,South Africa,Piped (tap) water in dwelling,40.1,%
2004,Water_Source,South Africa,Piped (tap) water on site or in yard,3429,thousands
2004,Water_Source,South Africa,Piped (tap) water on site or in yard,29.3,%
2004,Water_Source,South Africa,Public or communal tap,1737,thousands
2004,Water_Source,South Africa,Public or communal tap,14.8,%
2004,Water_Source,South Africa,Rain-water tank on site,40,thousands
2004,Water_Source,South Africa,Rain-water tank on site,0.3,%
2004,Water_Source,South Africa,Spring,208,thousands
2004,Water_Source,South Africa,Spring,1.8,%
2004,Water_Source,South Africa,Stagnant water/dam/pool,66,thousands
2004,Water_Source,South Africa,Stagnant water/dam/pool,0.6,%
2004,Water_Source,South Africa,Water vendor,0,thousands
