Financial_Year,Municipality,Province,Item_Label,Item_Category,Value_ZAR,Municipality_Type
2017,eThekwini,KwaZulu-Natal,Contributed Assets,Revenue - Other,0,Metro
2017,eThekwini,KwaZulu-Natal,Contributions To/(From) Provisions,Expenditure - Operating,0,Metro
2017,eThekwini,KwaZulu-Natal,Cross Subsidisation,Expenditure - Internal,0,Metro
2017,eThekwini,KwaZulu-Natal,Debt Impairment,Expenditure - Operating,7467861542,Metro
2017,eThekwini,KwaZulu-Natal,Depreciation and Asset Impairment,Expenditure - Operating,14549721670,Metro
2017,eThekwini,KwaZulu-Natal,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2017,eThekwini,KwaZulu-Natal,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2017,eThekwini,KwaZulu-Natal,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2017,eThekwini,KwaZulu-Natal,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2017,eThekwini,KwaZulu-Natal,Dividends Received,Revenue - Financial,0,Metro
2017,eThekwini,KwaZulu-Natal,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2017,eThekwini,KwaZulu-Natal,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,0,Metro
2017,eThekwini,KwaZulu-Natal,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,64023093899,Metro
2017,eThekwini,KwaZulu-Natal,Fines,Revenue - Other,1095021562,Metro
2017,eThekwini,KwaZulu-Natal,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,172887795,Metro
2017,eThekwini,KwaZulu-Natal,Grants and Subsidies,Expenditure - Transfers,1662968452,Metro
2017,eThekwini,KwaZulu-Natal,Housing Development Fund,Reserve - Fund,0,Metro
2017,eThekwini,KwaZulu-Natal,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2017,eThekwini,KwaZulu-Natal,Interest Earned - External Investments,Revenue - Financial,5788658071,Metro
2017,eThekwini,KwaZulu-Natal,Interest Earned - Outstanding Debtors,Revenue - Financial,1498439369,Metro
2017,eThekwini,KwaZulu-Natal,Interest Expense - External Borrowings,Expenditure - Finance Charges,8782230317,Metro
2017,eThekwini,KwaZulu-Natal,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2017,eThekwini,KwaZulu-Natal,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,6037022838,Metro
2017,eThekwini,KwaZulu-Natal,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,6037022842,Metro
2017,eThekwini,KwaZulu-Natal,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2017,eThekwini,KwaZulu-Natal,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2017,eThekwini,KwaZulu-Natal,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,0,Metro
2017,eThekwini,KwaZulu-Natal,Less Employee Costs Capitalised,Expenditure - Employee Costs,-1338815668,Metro
2017,eThekwini,KwaZulu-Natal,Less Revenue Foregone,Revenue - Other,563211852,Metro
2017,eThekwini,KwaZulu-Natal,Licenses and Permits,Revenue - Other,265678298,Metro
2017,eThekwini,KwaZulu-Natal,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,934465,Metro
2017,eThekwini,KwaZulu-Natal,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2017,eThekwini,KwaZulu-Natal,OPERATING REVENUE,Summary - Revenue,0,Metro
2017,eThekwini,KwaZulu-Natal,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,27703084465,Metro
2017,eThekwini,KwaZulu-Natal,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,27706300465,Metro
2017,eThekwini,KwaZulu-Natal,Other,Expenditure - Operating,0,Metro
2017,eThekwini,KwaZulu-Natal,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2017,eThekwini,KwaZulu-Natal,Other Expenditure,Expenditure - Operating,18584312694,Metro
2017,eThekwini,KwaZulu-Natal,Other Materials,Expenditure - Operating,976134563,Metro
2017,eThekwini,KwaZulu-Natal,Other Revenue,Revenue - Other,19775672031,Metro
2017,eThekwini,KwaZulu-Natal,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2017,eThekwini,KwaZulu-Natal,Property Rates,Revenue - Property Rates,47169400088,Metro
2017,eThekwini,KwaZulu-Natal,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,401288129,Metro
2017,eThekwini,KwaZulu-Natal,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2017,eThekwini,KwaZulu-Natal,Remuneration Of Councillors,Expenditure - Employee Costs,781142367,Metro
2017,eThekwini,KwaZulu-Natal,Rent Of Facilities And Equipment,Revenue - Other,3502107183,Metro
2017,eThekwini,KwaZulu-Natal,Revaluation Reserve,Reserve - Asset,0,Metro
2017,eThekwini,KwaZulu-Natal,Self-Insurance Reserve,Reserve - Fund,0,Metro
2017,eThekwini,KwaZulu-Natal,Service Charges,Revenue - Service Charges,123200792624,Metro
2017,eThekwini,KwaZulu-Natal,SURPLUS,Summary - Surplus/Deficit,0,Metro
2017,eThekwini,KwaZulu-Natal,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,27703084465,Metro
2017,eThekwini,KwaZulu-Natal,Taxation,Expenditure - Operating,3216000,Metro
2017,eThekwini,KwaZulu-Natal,Total Direct Operating Expenditure,Summary - Expenditure,220580893134,Metro
2017,eThekwini,KwaZulu-Natal,Total Direct Operating Revenue,Summary - Revenue,248287193595,Metro
2017,eThekwini,KwaZulu-Natal,Total Indirect Operating Expenditure,Summary - Expenditure,6037022838,Metro
2017,eThekwini,KwaZulu-Natal,Total Indirect Operating Revenue,Summary - Revenue,6037022842,Metro
2017,eThekwini,KwaZulu-Natal,Total Operating Expenditure,Summary - Expenditure,226617915972,Metro
2017,eThekwini,KwaZulu-Natal,Total Operating Revenue,Summary - Revenue,254324216437,Metro
2017,eThekwini,KwaZulu-Natal,Total Operating Revenue Generated,Other,248850405447,Metro
2017,eThekwini,KwaZulu-Natal,Transfers Recognised - Capital,Other,24724087285,Metro
2017,eThekwini,KwaZulu-Natal,Transfers Recognised - Operating,Other,21179432147,Metro
2017,Mangaung,Free State,Agency Services,Expenditure - Operating,7688246,Metro
2017,Mangaung,Free State,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
2017,Mangaung,Free State,Bulk Purchases,Expenditure - Operating,13233409536,Metro
2017,Mangaung,Free State,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,6126462164,Metro
2017,Mangaung,Free State,Collection Costs,Expenditure - Operating,50646948,Metro
2017,Mangaung,Free State,Contracted Services,Expenditure - Operating,5628028784,Metro
2017,Mangaung,Free State,Contributed Assets,Revenue - Other,19216633,Metro
2017,Mangaung,Free State,Contributions To/(From) Provisions,Expenditure - Operating,0,Metro
2017,Mangaung,Free State,Cross Subsidisation,Expenditure - Internal,0,Metro
2017,Mangaung,Free State,Debt Impairment,Expenditure - Operating,3401201156,Metro
2017,Mangaung,Free State,Depreciation and Asset Impairment,Expenditure - Operating,4975327112,Metro
2017,Mangaung,Free State,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2017,Mangaung,Free State,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2017,Mangaung,Free State,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2017,Mangaung,Free State,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2017,Mangaung,Free State,Dividends Received,Revenue - Financial,1679,Metro
2017,Mangaung,Free State,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2017,Mangaung,Free State,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,1999927744,Metro
2017,Mangaung,Free State,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,10053630609,Metro
2017,Mangaung,Free State,Fines,Revenue - Other,508058246,Metro
2017,Mangaung,Free State,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,495406107,Metro
2017,Mangaung,Free State,Grants and Subsidies,Expenditure - Transfers,108906457,Metro
2017,Mangaung,Free State,Housing Development Fund,Reserve - Fund,0,Metro
2017,Mangaung,Free State,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2017,Mangaung,Free State,Interest Earned - External Investments,Revenue - Financial,372888914,Metro
2017,Mangaung,Free State,Interest Earned - Outstanding Debtors,Revenue - Financial,1512692387,Metro
2017,Mangaung,Free State,Interest Expense - External Borrowings,Expenditure - Finance Charges,1090944528,Metro
2017,Mangaung,Free State,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2017,Mangaung,Free State,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,0,Metro
2017,Mangaung,Free State,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,0,Metro
2017,Mangaung,Free State,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2017,Mangaung,Free State,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2017,Mangaung,Free State,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,0,Metro
2017,Mangaung,Free State,Less Employee Costs Capitalised,Expenditure - Employee Costs,0,Metro
2017,Mangaung,Free State,Less Revenue Foregone,Revenue - Other,2367683972,Metro
2017,Mangaung,Free State,Licenses and Permits,Revenue - Other,3901848,Metro
2017,Mangaung,Free State,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,60626786,Metro
2017,Mangaung,Free State,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2017,Mangaung,Free State,OPERATING REVENUE,Summary - Revenue,0,Metro
2017,Mangaung,Free State,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,6126462164,Metro
2017,Mangaung,Free State,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,6080353013,Metro
2017,Mangaung,Free State,Other,Expenditure - Operating,0,Metro
2017,Mangaung,Free State,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2017,Mangaung,Free State,Other Expenditure,Expenditure - Operating,4513992835,Metro
2017,Mangaung,Free State,Other Materials,Expenditure - Operating,1184092287,Metro
2017,Mangaung,Free State,Other Revenue,Revenue - Other,4449770637,Metro
2017,Mangaung,Free State,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2017,Mangaung,Free State,Property Rates,Revenue - Property Rates,7793972629,Metro
2017,Mangaung,Free State,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,0,Metro
2017,Mangaung,Free State,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2017,Mangaung,Free State,Remuneration Of Councillors,Expenditure - Employee Costs,406721941,Metro
2017,Mangaung,Free State,Rent Of Facilities And Equipment,Revenue - Other,220470091,Metro
2017,Mangaung,Free State,Revaluation Reserve,Reserve - Asset,0,Metro
2017,Mangaung,Free State,Self-Insurance Reserve,Reserve - Fund,0,Metro
2017,Mangaung,Free State,Service Charges,Revenue - Service Charges,26045982089,Metro
2017,Mangaung,Free State,SURPLUS,Summary - Surplus/Deficit,0,Metro
2017,Mangaung,Free State,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,6126462164,Metro
2017,Mangaung,Free State,Taxation,Expenditure - Operating,-46109151,Metro
2017,Mangaung,Free State,Total Direct Operating Expenditure,Summary - Expenditure,46707456723,Metro
2017,Mangaung,Free State,Total Direct Operating Revenue,Summary - Revenue,52807026369,Metro
2017,Mangaung,Free State,Total Indirect Operating Expenditure,Summary - Expenditure,19216633,Metro
2017,Mangaung,Free State,Total Indirect Operating Revenue,Summary - Revenue,0,Metro
2017,Mangaung,Free State,Total Operating Expenditure,Summary - Expenditure,46726673356,Metro
2017,Mangaung,Free State,Total Operating Revenue,Summary - Revenue,52807026369,Metro
2017,Mangaung,Free State,Total Operating Revenue Generated,Other,55174710341,Metro
2017,Mangaung,Free State,Transfers Recognised - Capital,Other,6031645702,Metro
2017,Mangaung,Free State,Transfers Recognised - Operating,Other,7732231766,Metro
2017,Nelson Mandela Bay,Eastern Cape,Agency Services,Expenditure - Operating,18273843,Metro
2017,Nelson Mandela Bay,Eastern Cape,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Bulk Purchases,Expenditure - Operating,21861458149,Metro
2017,Nelson Mandela Bay,Eastern Cape,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,6700583770,Metro
2017,Nelson Mandela Bay,Eastern Cape,Collection Costs,Expenditure - Operating,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Contracted Services,Expenditure - Operating,4351143866,Metro
2017,Nelson Mandela Bay,Eastern Cape,Contributed Assets,Revenue - Other,169418951,Metro
2017,Nelson Mandela Bay,Eastern Cape,Contributions To/(From) Provisions,Expenditure - Operating,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Cross Subsidisation,Expenditure - Internal,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Debt Impairment,Expenditure - Operating,3444989272,Metro
2017,Nelson Mandela Bay,Eastern Cape,Depreciation and Asset Impairment,Expenditure - Operating,6100993917,Metro
2017,Nelson Mandela Bay,Eastern Cape,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Dividends Received,Revenue - Financial,341264,Metro
2017,Nelson Mandela Bay,Eastern Cape,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,19085564143,Metro
2017,Nelson Mandela Bay,Eastern Cape,Fines,Revenue - Other,1535942707,Metro
2017,Nelson Mandela Bay,Eastern Cape,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,1940813,Metro
2017,Nelson Mandela Bay,Eastern Cape,Grants and Subsidies,Expenditure - Transfers,502106314,Metro
2017,Nelson Mandela Bay,Eastern Cape,Housing Development Fund,Reserve - Fund,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Interest Earned - External Investments,Revenue - Financial,737648818,Metro
2017,Nelson Mandela Bay,Eastern Cape,Interest Earned - Outstanding Debtors,Revenue - Financial,1227821158,Metro
2017,Nelson Mandela Bay,Eastern Cape,Interest Expense - External Borrowings,Expenditure - Finance Charges,1026725312,Metro
2017,Nelson Mandela Bay,Eastern Cape,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Less Employee Costs Capitalised,Expenditure - Employee Costs,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Less Revenue Foregone,Revenue - Other,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Licenses and Permits,Revenue - Other,99009877,Metro
2017,Nelson Mandela Bay,Eastern Cape,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,2594309,Metro
2017,Nelson Mandela Bay,Eastern Cape,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,OPERATING REVENUE,Summary - Revenue,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,6700583770,Metro
2017,Nelson Mandela Bay,Eastern Cape,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,6700583770,Metro
2017,Nelson Mandela Bay,Eastern Cape,Other,Expenditure - Operating,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Other Expenditure,Expenditure - Operating,7038826650,Metro
2017,Nelson Mandela Bay,Eastern Cape,Other Materials,Expenditure - Operating,2646606173,Metro
2017,Nelson Mandela Bay,Eastern Cape,Other Revenue,Revenue - Other,5952754770,Metro
2017,Nelson Mandela Bay,Eastern Cape,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Property Rates,Revenue - Property Rates,11857908437,Metro
2017,Nelson Mandela Bay,Eastern Cape,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Remuneration Of Councillors,Expenditure - Employee Costs,476667245,Metro
2017,Nelson Mandela Bay,Eastern Cape,Rent Of Facilities And Equipment,Revenue - Other,169049061,Metro
2017,Nelson Mandela Bay,Eastern Cape,Revaluation Reserve,Reserve - Asset,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Self-Insurance Reserve,Reserve - Fund,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Service Charges,Revenue - Service Charges,35785923557,Metro
2017,Nelson Mandela Bay,Eastern Cape,SURPLUS,Summary - Surplus/Deficit,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,6700583770,Metro
2017,Nelson Mandela Bay,Eastern Cape,Taxation,Expenditure - Operating,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Total Direct Operating Expenditure,Summary - Expenditure,66537675350,Metro
2017,Nelson Mandela Bay,Eastern Cape,Total Direct Operating Revenue,Summary - Revenue,73407678071,Metro
2017,Nelson Mandela Bay,Eastern Cape,Total Indirect Operating Expenditure,Summary - Expenditure,169418951,Metro
2017,Nelson Mandela Bay,Eastern Cape,Total Indirect Operating Revenue,Summary - Revenue,0,Metro
2017,Nelson Mandela Bay,Eastern Cape,Total Operating Expenditure,Summary - Expenditure,66707094301,Metro
2017,Nelson Mandela Bay,Eastern Cape,Total Operating Revenue,Summary - Revenue,73407678071,Metro
2017,Nelson Mandela Bay,Eastern Cape,Total Operating Revenue Generated,Other,73407678071,Metro
2017,Nelson Mandela Bay,Eastern Cape,Transfers Recognised - Capital,Other,6852888068,Metro
2017,Nelson Mandela Bay,Eastern Cape,Transfers Recognised - Operating,Other,9168175698,Metro
2016,Buffalo City,Eastern Cape,Agency Services,Expenditure - Operating,0,Metro
2016,Buffalo City,Eastern Cape,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
2016,Buffalo City,Eastern Cape,Bulk Purchases,Expenditure - Operating,10391691507,Metro
2016,Buffalo City,Eastern Cape,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,5943758926,Metro
2016,Buffalo City,Eastern Cape,Collection Costs,Expenditure - Operating,198810961,Metro
2016,Buffalo City,Eastern Cape,Contracted Services,Expenditure - Operating,108015367,Metro
2016,Buffalo City,Eastern Cape,Contributed Assets,Revenue - Other,0,Metro
2016,Buffalo City,Eastern Cape,Contributions To/(From) Provisions,Expenditure - Operating,0,Metro
2016,Buffalo City,Eastern Cape,Cross Subsidisation,Expenditure - Internal,0,Metro
2016,Buffalo City,Eastern Cape,Debt Impairment,Expenditure - Operating,1752343851,Metro
2016,Buffalo City,Eastern Cape,Depreciation and Asset Impairment,Expenditure - Operating,5339718185,Metro
2016,Buffalo City,Eastern Cape,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2016,Buffalo City,Eastern Cape,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2016,Buffalo City,Eastern Cape,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2016,Buffalo City,Eastern Cape,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2016,Buffalo City,Eastern Cape,Dividends Received,Revenue - Financial,0,Metro
2016,Buffalo City,Eastern Cape,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2016,Buffalo City,Eastern Cape,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,1623728810,Metro
2016,Buffalo City,Eastern Cape,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,8324514937,Metro
2016,Buffalo City,Eastern Cape,Fines,Revenue - Other,59334064,Metro
2016,Buffalo City,Eastern Cape,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,7712991,Metro
2016,Buffalo City,Eastern Cape,Grants and Subsidies,Expenditure - Transfers,1825581297,Metro
2016,Buffalo City,Eastern Cape,Housing Development Fund,Reserve - Fund,0,Metro
2016,Buffalo City,Eastern Cape,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2016,Buffalo City,Eastern Cape,Interest Earned - External Investments,Revenue - Financial,1007178369,Metro
2016,Buffalo City,Eastern Cape,Interest Earned - Outstanding Debtors,Revenue - Financial,236071844,Metro
2016,Buffalo City,Eastern Cape,Interest Expense - External Borrowings,Expenditure - Finance Charges,376138907,Metro
2016,Buffalo City,Eastern Cape,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2016,Buffalo City,Eastern Cape,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,2789953055,Metro
2016,Buffalo City,Eastern Cape,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,2998358737,Metro
2016,Buffalo City,Eastern Cape,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2016,Buffalo City,Eastern Cape,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2016,Buffalo City,Eastern Cape,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,0,Metro
2016,Buffalo City,Eastern Cape,Less Employee Costs Capitalised,Expenditure - Employee Costs,0,Metro
2016,Buffalo City,Eastern Cape,Less Revenue Foregone,Revenue - Other,132373493,Metro
2016,Buffalo City,Eastern Cape,Licenses and Permits,Revenue - Other,125641839,Metro
2016,Buffalo City,Eastern Cape,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,499569,Metro
2016,Buffalo City,Eastern Cape,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2016,Buffalo City,Eastern Cape,OPERATING REVENUE,Summary - Revenue,0,Metro
2016,Buffalo City,Eastern Cape,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,5943758926,Metro
2016,Buffalo City,Eastern Cape,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,5943758926,Metro
2016,Buffalo City,Eastern Cape,Other,Expenditure - Operating,0,Metro
2016,Buffalo City,Eastern Cape,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2016,Buffalo City,Eastern Cape,Other Expenditure,Expenditure - Operating,10236139400,Metro
2016,Buffalo City,Eastern Cape,Other Materials,Expenditure - Operating,0,Metro
2016,Buffalo City,Eastern Cape,Other Revenue,Revenue - Other,4369146624,Metro
2016,Buffalo City,Eastern Cape,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2016,Buffalo City,Eastern Cape,Property Rates,Revenue - Property Rates,6704597303,Metro
2016,Buffalo City,Eastern Cape,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,2488014,Metro
2016,Buffalo City,Eastern Cape,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2016,Buffalo City,Eastern Cape,Remuneration Of Councillors,Expenditure - Employee Costs,386665659,Metro
2016,Buffalo City,Eastern Cape,Rent Of Facilities And Equipment,Revenue - Other,126178474,Metro
2016,Buffalo City,Eastern Cape,Revaluation Reserve,Reserve - Asset,0,Metro
2016,Buffalo City,Eastern Cape,Self-Insurance Reserve,Reserve - Fund,0,Metro
2016,Buffalo City,Eastern Cape,Service Charges,Revenue - Service Charges,20116254660,Metro
2016,Buffalo City,Eastern Cape,SURPLUS,Summary - Surplus/Deficit,0,Metro
2016,Buffalo City,Eastern Cape,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,5943758926,Metro
2016,Buffalo City,Eastern Cape,Taxation,Expenditure - Operating,0,Metro
2016,Buffalo City,Eastern Cape,Total Direct Operating Expenditure,Summary - Expenditure,40563848450,Metro
2016,Buffalo City,Eastern Cape,Total Direct Operating Revenue,Summary - Revenue,46299201694,Metro
2016,Buffalo City,Eastern Cape,Total Indirect Operating Expenditure,Summary - Expenditure,2789953055,Metro
2016,Buffalo City,Eastern Cape,Total Indirect Operating Revenue,Summary - Revenue,2998358737,Metro
2016,Buffalo City,Eastern Cape,Total Operating Expenditure,Summary - Expenditure,43353801505,Metro
2016,Buffalo City,Eastern Cape,Total Operating Revenue,Summary - Revenue,49297560431,Metro
2016,Buffalo City,Eastern Cape,Total Operating Revenue Generated,Other,46431575187,Metro
2016,Buffalo City,Eastern Cape,Transfers Recognised - Capital,Other,5557545447,Metro
2016,Buffalo City,Eastern Cape,Transfers Recognised - Operating,Other,8119425558,Metro
2016,City of Cape Town,Western Cape,Agency Services,Expenditure - Operating,1190355381,Metro
2016,City of Cape Town,Western Cape,Asset Financing Reserve (Afr),Reserve - Asset,566913013,Metro
2016,City of Cape Town,Western Cape,Bulk Purchases,Expenditure - Operating,59454148260,Metro
2016,City of Cape Town,Western Cape,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,12612131704,Metro
2016,City of Cape Town,Western Cape,Collection Costs,Expenditure - Operating,1203232635,Metro
2016,City of Cape Town,Western Cape,Contracted Services,Expenditure - Operating,30754392659,Metro
2016,City of Cape Town,Western Cape,Contributed Assets,Revenue - Other,-100499,Metro
2016,City of Cape Town,Western Cape,Contributions To/(From) Provisions,Expenditure - Operating,-16762342,Metro
2016,City of Cape Town,Western Cape,Cross Subsidisation,Expenditure - Internal,1,Metro
2016,City of Cape Town,Western Cape,Debt Impairment,Expenditure - Operating,12490894754,Metro
2016,City of Cape Town,Western Cape,Depreciation and Asset Impairment,Expenditure - Operating,15219637468,Metro
2016,City of Cape Town,Western Cape,Depreciation Reserve Ex Afr,Reserve - Asset,633118653,Metro
2016,City of Cape Town,Western Cape,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,-325085109,Metro
2016,City of Cape Town,Western Cape,Depreciation Reserve Ex Govt Grants,Reserve - Asset,-9124882142,Metro
2016,City of Cape Town,Western Cape,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,13918000,Metro
2016,City of Cape Town,Western Cape,Dividends Received,Revenue - Financial,0,Metro
2016,City of Cape Town,Western Cape,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2016,City of Cape Town,Western Cape,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,15344561593,Metro
