Financial_Year,Municipality,Province,Item_Label,Item_Category,Value_ZAR,Municipality_Type
2018,City of Cape Town,Western Cape,Total Direct Operating Expenditure,Summary - Expenditure,262314207392,Metro
2018,City of Cape Town,Western Cape,Total Direct Operating Revenue,Summary - Revenue,288531842852,Metro
2018,City of Cape Town,Western Cape,Total Indirect Operating Expenditure,Summary - Expenditure,129848524913,Metro
2018,City of Cape Town,Western Cape,Total Indirect Operating Revenue,Summary - Revenue,129666317906,Metro
2018,City of Cape Town,Western Cape,Total Operating Expenditure,Summary - Expenditure,392162732305,Metro
2018,City of Cape Town,Western Cape,Total Operating Revenue,Summary - Revenue,418198160758,Metro
2018,City of Cape Town,Western Cape,Total Operating Revenue Generated,Other,298177010397,Metro
2018,City of Cape Town,Western Cape,Transfers Recognised - Capital,Other,13709385472,Metro
2018,City of Cape Town,Western Cape,Transfers Recognised - Operating,Other,47012090691,Metro
2018,City of Ekurhuleni,Gauteng,Agency Services,Expenditure - Operating,1310210975,Metro
2018,City of Ekurhuleni,Gauteng,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
2018,City of Ekurhuleni,Gauteng,Bulk Purchases,Expenditure - Operating,91702936385,Metro
2018,City of Ekurhuleni,Gauteng,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,13451398521,Metro
2018,City of Ekurhuleni,Gauteng,Collection Costs,Expenditure - Operating,682107217,Metro
2018,City of Ekurhuleni,Gauteng,Contracted Services,Expenditure - Operating,16998688833,Metro
2018,City of Ekurhuleni,Gauteng,Contributed Assets,Revenue - Other,1704600,Metro
2018,City of Ekurhuleni,Gauteng,Contributions To/(From) Provisions,Expenditure - Operating,0,Metro
2018,City of Ekurhuleni,Gauteng,Cross Subsidisation,Expenditure - Internal,0,Metro
2018,City of Ekurhuleni,Gauteng,Debt Impairment,Expenditure - Operating,10769095375,Metro
2018,City of Ekurhuleni,Gauteng,Depreciation and Asset Impairment,Expenditure - Operating,16134097828,Metro
2018,City of Ekurhuleni,Gauteng,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2018,City of Ekurhuleni,Gauteng,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2018,City of Ekurhuleni,Gauteng,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2018,City of Ekurhuleni,Gauteng,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2018,City of Ekurhuleni,Gauteng,Dividends Received,Revenue - Financial,481254,Metro
2018,City of Ekurhuleni,Gauteng,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2018,City of Ekurhuleni,Gauteng,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,9721291603,Metro
2018,City of Ekurhuleni,Gauteng,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,46028054131,Metro
2018,City of Ekurhuleni,Gauteng,Fines,Revenue - Other,1737528812,Metro
2018,City of Ekurhuleni,Gauteng,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,19300459,Metro
2018,City of Ekurhuleni,Gauteng,Grants and Subsidies,Expenditure - Transfers,7755055469,Metro
2018,City of Ekurhuleni,Gauteng,Housing Development Fund,Reserve - Fund,0,Metro
2018,City of Ekurhuleni,Gauteng,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2018,City of Ekurhuleni,Gauteng,Interest Earned - External Investments,Revenue - Financial,3539895840,Metro
2018,City of Ekurhuleni,Gauteng,Interest Earned - Outstanding Debtors,Revenue - Financial,2953358025,Metro
2018,City of Ekurhuleni,Gauteng,Interest Expense - External Borrowings,Expenditure - Finance Charges,6073932015,Metro
2018,City of Ekurhuleni,Gauteng,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2018,City of Ekurhuleni,Gauteng,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,0,Metro
2018,City of Ekurhuleni,Gauteng,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,0,Metro
2018,City of Ekurhuleni,Gauteng,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2018,City of Ekurhuleni,Gauteng,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2018,City of Ekurhuleni,Gauteng,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,0,Metro
2018,City of Ekurhuleni,Gauteng,Less Employee Costs Capitalised,Expenditure - Employee Costs,-762052797,Metro
2018,City of Ekurhuleni,Gauteng,Less Revenue Foregone,Revenue - Other,0,Metro
2018,City of Ekurhuleni,Gauteng,Licenses and Permits,Revenue - Other,1125037655,Metro
2018,City of Ekurhuleni,Gauteng,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,74585706,Metro
2018,City of Ekurhuleni,Gauteng,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2018,City of Ekurhuleni,Gauteng,OPERATING REVENUE,Summary - Revenue,0,Metro
2018,City of Ekurhuleni,Gauteng,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,13451398521,Metro
2018,City of Ekurhuleni,Gauteng,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,13540849242,Metro
2018,City of Ekurhuleni,Gauteng,Other,Expenditure - Operating,0,Metro
2018,City of Ekurhuleni,Gauteng,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2018,City of Ekurhuleni,Gauteng,Other Expenditure,Expenditure - Operating,13931983266,Metro
2018,City of Ekurhuleni,Gauteng,Other Materials,Expenditure - Operating,17108432195,Metro
2018,City of Ekurhuleni,Gauteng,Other Revenue,Revenue - Other,5808332815,Metro
2018,City of Ekurhuleni,Gauteng,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2018,City of Ekurhuleni,Gauteng,Property Rates,Revenue - Property Rates,37599649445,Metro
2018,City of Ekurhuleni,Gauteng,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,387291237,Metro
2018,City of Ekurhuleni,Gauteng,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2018,City of Ekurhuleni,Gauteng,Remuneration Of Councillors,Expenditure - Employee Costs,980616586,Metro
2018,City of Ekurhuleni,Gauteng,Rent Of Facilities And Equipment,Revenue - Other,803105156,Metro
2018,City of Ekurhuleni,Gauteng,Revaluation Reserve,Reserve - Asset,0,Metro
2018,City of Ekurhuleni,Gauteng,Self-Insurance Reserve,Reserve - Fund,0,Metro
2018,City of Ekurhuleni,Gauteng,Service Charges,Revenue - Service Charges,140741194571,Metro
2018,City of Ekurhuleni,Gauteng,SURPLUS,Summary - Surplus/Deficit,0,Metro
2018,City of Ekurhuleni,Gauteng,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,13451398521,Metro
2018,City of Ekurhuleni,Gauteng,Taxation,Expenditure - Operating,89450721,Metro
2018,City of Ekurhuleni,Gauteng,Total Direct Operating Expenditure,Summary - Expenditure,237198823812,Metro
2018,City of Ekurhuleni,Gauteng,Total Direct Operating Revenue,Summary - Revenue,250741377654,Metro
2018,City of Ekurhuleni,Gauteng,Total Indirect Operating Expenditure,Summary - Expenditure,1704600,Metro
2018,City of Ekurhuleni,Gauteng,Total Indirect Operating Revenue,Summary - Revenue,0,Metro
2018,City of Ekurhuleni,Gauteng,Total Operating Expenditure,Summary - Expenditure,237200528412,Metro
2018,City of Ekurhuleni,Gauteng,Total Operating Revenue,Summary - Revenue,250741377654,Metro
2018,City of Ekurhuleni,Gauteng,Total Operating Revenue Generated,Other,250741377654,Metro
2018,City of Ekurhuleni,Gauteng,Transfers Recognised - Capital,Other,15196496001,Metro
2018,City of Ekurhuleni,Gauteng,Transfers Recognised - Operating,Other,39519495409,Metro
2018,City of Johannesburg,Gauteng,Agency Services,Expenditure - Operating,4962617003,Metro
2018,City of Johannesburg,Gauteng,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
2018,City of Johannesburg,Gauteng,Bulk Purchases,Expenditure - Operating,110808774405,Metro
2018,City of Johannesburg,Gauteng,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,25306147439,Metro
2018,City of Johannesburg,Gauteng,Collection Costs,Expenditure - Operating,0,Metro
2018,City of Johannesburg,Gauteng,Contracted Services,Expenditure - Operating,25111259035,Metro
2018,City of Johannesburg,Gauteng,Contributed Assets,Revenue - Other,0,Metro
2018,City of Johannesburg,Gauteng,Contributions To/(From) Provisions,Expenditure - Operating,-349505784,Metro
2018,City of Johannesburg,Gauteng,Cross Subsidisation,Expenditure - Internal,0,Metro
2018,City of Johannesburg,Gauteng,Debt Impairment,Expenditure - Operating,22633357271,Metro
2018,City of Johannesburg,Gauteng,Depreciation and Asset Impairment,Expenditure - Operating,26233122113,Metro
2018,City of Johannesburg,Gauteng,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2018,City of Johannesburg,Gauteng,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2018,City of Johannesburg,Gauteng,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2018,City of Johannesburg,Gauteng,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2018,City of Johannesburg,Gauteng,Dividends Received,Revenue - Financial,0,Metro
2018,City of Johannesburg,Gauteng,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2018,City of Johannesburg,Gauteng,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,77583575,Metro
2018,City of Johannesburg,Gauteng,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,83322111614,Metro
2018,City of Johannesburg,Gauteng,Fines,Revenue - Other,3635279127,Metro
2018,City of Johannesburg,Gauteng,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,100000000,Metro
2018,City of Johannesburg,Gauteng,Grants and Subsidies,Expenditure - Transfers,2056509207,Metro
2018,City of Johannesburg,Gauteng,Housing Development Fund,Reserve - Fund,0,Metro
2018,City of Johannesburg,Gauteng,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2018,City of Johannesburg,Gauteng,Interest Earned - External Investments,Revenue - Financial,2759221297,Metro
2018,City of Johannesburg,Gauteng,Interest Earned - Outstanding Debtors,Revenue - Financial,1369281775,Metro
2018,City of Johannesburg,Gauteng,Interest Expense - External Borrowings,Expenditure - Finance Charges,17362395385,Metro
2018,City of Johannesburg,Gauteng,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2018,City of Johannesburg,Gauteng,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,5350713907,Metro
2018,City of Johannesburg,Gauteng,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,5306317912,Metro
2018,City of Johannesburg,Gauteng,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2018,City of Johannesburg,Gauteng,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2018,City of Johannesburg,Gauteng,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,0,Metro
2018,City of Johannesburg,Gauteng,Less Employee Costs Capitalised,Expenditure - Employee Costs,0,Metro
2018,City of Johannesburg,Gauteng,Less Revenue Foregone,Revenue - Other,0,Metro
2018,City of Johannesburg,Gauteng,Licenses and Permits,Revenue - Other,49741062,Metro
2018,City of Johannesburg,Gauteng,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,632543337,Metro
2018,City of Johannesburg,Gauteng,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2018,City of Johannesburg,Gauteng,OPERATING REVENUE,Summary - Revenue,0,Metro
2018,City of Johannesburg,Gauteng,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,25306147439,Metro
2018,City of Johannesburg,Gauteng,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,27377471766,Metro
2018,City of Johannesburg,Gauteng,Other,Expenditure - Operating,0,Metro
2018,City of Johannesburg,Gauteng,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2018,City of Johannesburg,Gauteng,Other Expenditure,Expenditure - Operating,31776771698,Metro
2018,City of Johannesburg,Gauteng,Other Materials,Expenditure - Operating,13177395774,Metro
2018,City of Johannesburg,Gauteng,Other Revenue,Revenue - Other,11531176964,Metro
2018,City of Johannesburg,Gauteng,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2018,City of Johannesburg,Gauteng,Property Rates,Revenue - Property Rates,64833297993,Metro
2018,City of Johannesburg,Gauteng,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,416703527,Metro
2018,City of Johannesburg,Gauteng,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2018,City of Johannesburg,Gauteng,Remuneration Of Councillors,Expenditure - Employee Costs,1141594723,Metro
2018,City of Johannesburg,Gauteng,Rent Of Facilities And Equipment,Revenue - Other,2321591848,Metro
2018,City of Johannesburg,Gauteng,Revaluation Reserve,Reserve - Asset,0,Metro
2018,City of Johannesburg,Gauteng,Self-Insurance Reserve,Reserve - Fund,0,Metro
2018,City of Johannesburg,Gauteng,Service Charges,Revenue - Service Charges,196772521638,Metro
2018,City of Johannesburg,Gauteng,SURPLUS,Summary - Surplus/Deficit,0,Metro
2018,City of Johannesburg,Gauteng,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,25306147439,Metro
2018,City of Johannesburg,Gauteng,Taxation,Expenditure - Operating,2071324327,Metro
2018,City of Johannesburg,Gauteng,Total Direct Operating Expenditure,Summary - Expenditure,333983912353,Metro
2018,City of Johannesburg,Gauteng,Total Direct Operating Revenue,Summary - Revenue,361405780114,Metro
2018,City of Johannesburg,Gauteng,Total Indirect Operating Expenditure,Summary - Expenditure,5350713907,Metro
2018,City of Johannesburg,Gauteng,Total Indirect Operating Revenue,Summary - Revenue,5306317912,Metro
2018,City of Johannesburg,Gauteng,Total Operating Expenditure,Summary - Expenditure,339334626260,Metro
2018,City of Johannesburg,Gauteng,Total Operating Revenue,Summary - Revenue,366712098026,Metro
2018,City of Johannesburg,Gauteng,Total Operating Revenue Generated,Other,361405780114,Metro
2018,City of Johannesburg,Gauteng,Transfers Recognised - Capital,Other,19656777099,Metro
2018,City of Johannesburg,Gauteng,Transfers Recognised - Operating,Other,52997570781,Metro
2018,City of Tshwane,Gauteng,Agency Services,Expenditure - Operating,69648354,Metro
2018,City of Tshwane,Gauteng,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
2018,City of Tshwane,Gauteng,Bulk Purchases,Expenditure - Operating,65908245021,Metro
2018,City of Tshwane,Gauteng,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,18938722537,Metro
2018,City of Tshwane,Gauteng,Collection Costs,Expenditure - Operating,0,Metro
2018,City of Tshwane,Gauteng,Contracted Services,Expenditure - Operating,21731425773,Metro
2018,City of Tshwane,Gauteng,Contributed Assets,Revenue - Other,77754866,Metro
2018,City of Tshwane,Gauteng,Contributions To/(From) Provisions,Expenditure - Operating,0,Metro
2018,City of Tshwane,Gauteng,Cross Subsidisation,Expenditure - Internal,0,Metro
2018,City of Tshwane,Gauteng,Debt Impairment,Expenditure - Operating,9095282973,Metro
2018,City of Tshwane,Gauteng,Depreciation and Asset Impairment,Expenditure - Operating,13652294782,Metro
2018,City of Tshwane,Gauteng,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2018,City of Tshwane,Gauteng,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2018,City of Tshwane,Gauteng,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2018,City of Tshwane,Gauteng,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2018,City of Tshwane,Gauteng,Dividends Received,Revenue - Financial,0,Metro
2018,City of Tshwane,Gauteng,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2018,City of Tshwane,Gauteng,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,6177840908,Metro
2018,City of Tshwane,Gauteng,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,55544268248,Metro
2018,City of Tshwane,Gauteng,Fines,Revenue - Other,2033946206,Metro
2018,City of Tshwane,Gauteng,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,23933791,Metro
2018,City of Tshwane,Gauteng,Grants and Subsidies,Expenditure - Transfers,449558596,Metro
2018,City of Tshwane,Gauteng,Housing Development Fund,Reserve - Fund,0,Metro
2018,City of Tshwane,Gauteng,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2018,City of Tshwane,Gauteng,Interest Earned - External Investments,Revenue - Financial,1022500531,Metro
2018,City of Tshwane,Gauteng,Interest Earned - Outstanding Debtors,Revenue - Financial,3876982562,Metro
2018,City of Tshwane,Gauteng,Interest Expense - External Borrowings,Expenditure - Finance Charges,9920163909,Metro
2018,City of Tshwane,Gauteng,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2018,City of Tshwane,Gauteng,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,2042724727,Metro
2018,City of Tshwane,Gauteng,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,2042724717,Metro
2018,City of Tshwane,Gauteng,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2018,City of Tshwane,Gauteng,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2018,City of Tshwane,Gauteng,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,0,Metro
2018,City of Tshwane,Gauteng,Less Employee Costs Capitalised,Expenditure - Employee Costs,0,Metro
2018,City of Tshwane,Gauteng,Less Revenue Foregone,Revenue - Other,0,Metro
2018,City of Tshwane,Gauteng,Licenses and Permits,Revenue - Other,496543204,Metro
2018,City of Tshwane,Gauteng,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,169503041,Metro
2018,City of Tshwane,Gauteng,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2018,City of Tshwane,Gauteng,OPERATING REVENUE,Summary - Revenue,0,Metro
2018,City of Tshwane,Gauteng,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,18938722537,Metro
2018,City of Tshwane,Gauteng,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,18947576526,Metro
2018,City of Tshwane,Gauteng,Other,Expenditure - Operating,0,Metro
2018,City of Tshwane,Gauteng,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2018,City of Tshwane,Gauteng,Other Expenditure,Expenditure - Operating,20934588124,Metro
2018,City of Tshwane,Gauteng,Other Materials,Expenditure - Operating,9690556474,Metro
2018,City of Tshwane,Gauteng,Other Revenue,Revenue - Other,6261638082,Metro
2018,City of Tshwane,Gauteng,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2018,City of Tshwane,Gauteng,Property Rates,Revenue - Property Rates,47776832837,Metro
2018,City of Tshwane,Gauteng,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,0,Metro
2018,City of Tshwane,Gauteng,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2018,City of Tshwane,Gauteng,Remuneration Of Councillors,Expenditure - Employee Costs,899110815,Metro
2018,City of Tshwane,Gauteng,Rent Of Facilities And Equipment,Revenue - Other,1056179455,Metro
2018,City of Tshwane,Gauteng,Revaluation Reserve,Reserve - Asset,0,Metro
2018,City of Tshwane,Gauteng,Self-Insurance Reserve,Reserve - Fund,0,Metro
2018,City of Tshwane,Gauteng,Service Charges,Revenue - Service Charges,124194989652,Metro
2018,City of Tshwane,Gauteng,SURPLUS,Summary - Surplus/Deficit,0,Metro
2018,City of Tshwane,Gauteng,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,18938722537,Metro
2018,City of Tshwane,Gauteng,Taxation,Expenditure - Operating,8853989,Metro
2018,City of Tshwane,Gauteng,Total Direct Operating Expenditure,Summary - Expenditure,214172838664,Metro
2018,City of Tshwane,Gauteng,Total Direct Operating Revenue,Summary - Revenue,233198170066,Metro
2018,City of Tshwane,Gauteng,Total Indirect Operating Expenditure,Summary - Expenditure,2120479593,Metro
2018,City of Tshwane,Gauteng,Total Indirect Operating Revenue,Summary - Revenue,2042724717,Metro
2018,City of Tshwane,Gauteng,Total Operating Expenditure,Summary - Expenditure,216293318257,Metro
2018,City of Tshwane,Gauteng,Total Operating Revenue,Summary - Revenue,235240894783,Metro
2018,City of Tshwane,Gauteng,Total Operating Revenue Generated,Other,233198170066,Metro
2018,City of Tshwane,Gauteng,Transfers Recognised - Capital,Other,15751715576,Metro
2018,City of Tshwane,Gauteng,Transfers Recognised - Operating,Other,30633259816,Metro
2018,eThekwini,KwaZulu-Natal,Agency Services,Expenditure - Operating,70365931,Metro
2018,eThekwini,KwaZulu-Natal,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
2018,eThekwini,KwaZulu-Natal,Bulk Purchases,Expenditure - Operating,76641425729,Metro
2018,eThekwini,KwaZulu-Natal,Change To Unappropriated Surplus / (Accumulated Deficit),Summary - Surplus/Deficit,25090335570,Metro
2018,eThekwini,KwaZulu-Natal,Collection Costs,Expenditure - Operating,0,Metro
2018,eThekwini,KwaZulu-Natal,Contracted Services,Expenditure - Operating,34016416749,Metro
2018,eThekwini,KwaZulu-Natal,Contributed Assets,Revenue - Other,0,Metro
2018,eThekwini,KwaZulu-Natal,Contributions To/(From) Provisions,Expenditure - Operating,0,Metro
2018,eThekwini,KwaZulu-Natal,Cross Subsidisation,Expenditure - Internal,0,Metro
2018,eThekwini,KwaZulu-Natal,Debt Impairment,Expenditure - Operating,6669031229,Metro
2018,eThekwini,KwaZulu-Natal,Depreciation and Asset Impairment,Expenditure - Operating,15628745483,Metro
2018,eThekwini,KwaZulu-Natal,Depreciation Reserve Ex Afr,Reserve - Asset,0,Metro
2018,eThekwini,KwaZulu-Natal,Depreciation Reserve Ex Donations And Contributions,Reserve - Asset,0,Metro
2018,eThekwini,KwaZulu-Natal,Depreciation Reserve Ex Govt Grants,Reserve - Asset,0,Metro
2018,eThekwini,KwaZulu-Natal,Dividends Paid (Municipal Entities Only),Expenditure - Finance Charges,0,Metro
2018,eThekwini,KwaZulu-Natal,Dividends Received,Revenue - Financial,0,Metro
2018,eThekwini,KwaZulu-Natal,Dividends Received - Internal (From Municipal Entities),Revenue - Financial,0,Metro
2018,eThekwini,KwaZulu-Natal,Employee Related Costs - Social Contributions,Expenditure - Employee Costs,0,Metro
2018,eThekwini,KwaZulu-Natal,Employee Related Costs - Wages & Salaries,Expenditure - Employee Costs,71404266821,Metro
2018,eThekwini,KwaZulu-Natal,Fines,Revenue - Other,1226074038,Metro
2018,eThekwini,KwaZulu-Natal,"Gain On Disposal Of Property, Plant & Equipment",Revenue - Other,170791247,Metro
2018,eThekwini,KwaZulu-Natal,Grants and Subsidies,Expenditure - Transfers,2322790514,Metro
2018,eThekwini,KwaZulu-Natal,Housing Development Fund,Reserve - Fund,0,Metro
2018,eThekwini,KwaZulu-Natal,Interest - Internal Borrowings,Expenditure - Finance Charges,0,Metro
2018,eThekwini,KwaZulu-Natal,Interest Earned - External Investments,Revenue - Financial,6585609110,Metro
2018,eThekwini,KwaZulu-Natal,Interest Earned - Outstanding Debtors,Revenue - Financial,2247901754,Metro
2018,eThekwini,KwaZulu-Natal,Interest Expense - External Borrowings,Expenditure - Finance Charges,8164102881,Metro
2018,eThekwini,KwaZulu-Natal,Interest Received - Internal Loans,Revenue - Financial,0,Metro
2018,eThekwini,KwaZulu-Natal,Internal Charges (Activity Based Costing Etc),Expenditure - Internal,14247851653,Metro
2018,eThekwini,KwaZulu-Natal,Internal Recoveries (Activity Based Costing Etc),Expenditure - Internal,14247851658,Metro
2018,eThekwini,KwaZulu-Natal,INTERNAL TRANSFERS - (must net out with corresp. items under,Expenditure - Internal,0,Metro
2018,eThekwini,KwaZulu-Natal,INTERNAL TRANSFERS – (must net out with corresp. items under,Other,0,Metro
2018,eThekwini,KwaZulu-Natal,Less Employee Costs Allocated To Other Operating Items,Expenditure - Employee Costs,0,Metro
2018,eThekwini,KwaZulu-Natal,Less Employee Costs Capitalised,Expenditure - Employee Costs,-445832383,Metro
2018,eThekwini,KwaZulu-Natal,Less Revenue Foregone,Revenue - Other,1568615246,Metro
2018,eThekwini,KwaZulu-Natal,Licenses and Permits,Revenue - Other,280382073,Metro
2018,eThekwini,KwaZulu-Natal,"Loss On Disposal Of Property, Plant & Equipment",Expenditure - Operating,12946232,Metro
2018,eThekwini,KwaZulu-Natal,OPERATING EXPENDITURE,Summary - Expenditure,0,Metro
2018,eThekwini,KwaZulu-Natal,OPERATING REVENUE,Summary - Revenue,0,Metro
2018,eThekwini,KwaZulu-Natal,Operating Surplus / (Deficit) - After Tax,Summary - Surplus/Deficit,25090335570,Metro
2018,eThekwini,KwaZulu-Natal,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,Summary - Surplus/Deficit,25091205570,Metro
2018,eThekwini,KwaZulu-Natal,Other,Expenditure - Operating,0,Metro
2018,eThekwini,KwaZulu-Natal,OTHER ADJUSTMENTS AND TRANSFERS,Other,0,Metro
2018,eThekwini,KwaZulu-Natal,Other Expenditure,Expenditure - Operating,16100205832,Metro
2018,eThekwini,KwaZulu-Natal,Other Materials,Expenditure - Operating,4915438899,Metro
2018,eThekwini,KwaZulu-Natal,Other Revenue,Revenue - Other,11263568434,Metro
2018,eThekwini,KwaZulu-Natal,Plus Interests In Entities Not Wholly Owned,Other,0,Metro
2018,eThekwini,KwaZulu-Natal,Property Rates,Revenue - Property Rates,53966634585,Metro
2018,eThekwini,KwaZulu-Natal,Property Rates - Penalties And Collection Charges,Revenue - Property Rates,298282482,Metro
2018,eThekwini,KwaZulu-Natal,Redemption Payments - External Borrowings (Gamap To Remove),Capital - Financing,0,Metro
2018,eThekwini,KwaZulu-Natal,Remuneration Of Councillors,Expenditure - Employee Costs,820334927,Metro
2018,eThekwini,KwaZulu-Natal,Rent Of Facilities And Equipment,Revenue - Other,4675206123,Metro
2018,eThekwini,KwaZulu-Natal,Revaluation Reserve,Reserve - Asset,0,Metro
2018,eThekwini,KwaZulu-Natal,Self-Insurance Reserve,Reserve - Fund,0,Metro
2018,eThekwini,KwaZulu-Natal,Service Charges,Revenue - Service Charges,129296320094,Metro
2018,eThekwini,KwaZulu-Natal,SURPLUS,Summary - Surplus/Deficit,0,Metro
2018,eThekwini,KwaZulu-Natal,"Surplus / (Deficit) After Tax, Cross Subsidies & Share Of As",Summary - Surplus/Deficit,25090335570,Metro
2018,eThekwini,KwaZulu-Natal,Taxation,Expenditure - Operating,870000,Metro
2018,eThekwini,KwaZulu-Natal,Total Direct Operating Expenditure,Summary - Expenditure,236249872913,Metro
2018,eThekwini,KwaZulu-Natal,Total Direct Operating Revenue,Summary - Revenue,261341078478,Metro
2018,eThekwini,KwaZulu-Natal,Total Indirect Operating Expenditure,Summary - Expenditure,14247851653,Metro
2018,eThekwini,KwaZulu-Natal,Total Indirect Operating Revenue,Summary - Revenue,14247851658,Metro
2018,eThekwini,KwaZulu-Natal,Total Operating Expenditure,Summary - Expenditure,250497724566,Metro
2018,eThekwini,KwaZulu-Natal,Total Operating Revenue,Summary - Revenue,275588930136,Metro
2018,eThekwini,KwaZulu-Natal,Total Operating Revenue Generated,Other,262909693724,Metro
2018,eThekwini,KwaZulu-Natal,Transfers Recognised - Capital,Other,21180252813,Metro
2018,eThekwini,KwaZulu-Natal,Transfers Recognised - Operating,Other,31648305040,Metro
2018,Mangaung,Free State,Agency Services,Expenditure - Operating,4654324,Metro
2018,Mangaung,Free State,Asset Financing Reserve (Afr),Reserve - Asset,0,Metro
